,RegionID,City,2017 % Change,2018 % Change,2019 % Change,2020 % Change,2021 % Change,2022 % Change,Total Change,Variance,Mean Value
2468,90753,Royse City,0.053593042442858646,0.03909879767927432,0.022214504089053403,0.05891572451977206,0.2399971697703557,0.12481367510960407,0.6250287170519052,4200522472.4148097,55530345.250005506
2484,92634,Austin,0.01894375091075666,0.04236232964059668,0.06326715392878668,0.15151883452294257,0.1977726655427568,0.064186150245158,0.5970408886118521,13468390806.990788,177632168.79845563
2490,91997,Angleton,0.04429836928143178,0.04048277178025835,0.04441392411021021,0.05116332254320852,0.11193424688566576,0.049585343818345395,0.3996427521612306,1124850716.275921,14979405.768071454
2491,91990,Pasadena,0.06833104192807204,0.12741018993317593,0.1099540409850727,0.09616724968459736,0.08028269572630728,0.15390175257299765,0.8050636826750251,762468422.0648732,10154367.240203666
2502,90959,Texarkana,0.009501599344386042,0.034551248908382036,0.07822183465377343,0.10180623367831355,0.12447003101877796,0.049390059635407095,0.5118477883421194,317378310.0653663,4269830.822418182
2540,91464,Killeen,0.05766913672347869,0.09750070308339377,0.10213624405092013,0.17051012845377922,0.19146365249393568,0.1653621141702668,1.105196631692022,1088118701.1632261,14434136.264863359
2543,91891,Spring,-0.00601958381389905,0.030735517638733514,0.012003237814368264,0.0652956920957712,0.14287771142160266,0.09976902171821493,0.39864744603403335,6848287674.664126,90483487.26566082
2566,92628,Austin,0.00922877011034408,0.02429606862130644,0.050812622244998884,0.14007788088370932,0.22965672868641732,0.06608837418473822,0.6059333547277005,15871602184.096888,209290000.62778115
2585,92340,San Antonio,0.0468608764491475,0.06479337770129691,0.057094332612694886,0.07757649668265629,0.15582881890157346,0.14283776640462403,0.6723892824498406,1616357121.4156206,21442727.640828837
2586,92034,La Porte,0.05092722536665788,0.06111030801518667,0.048085215820096734,0.06540497236121957,0.11020724623849013,0.10684082997913437,0.5107602449256037,1617747617.9115982,21480257.25930419
2601,91745,Houston,-0.01535940983986679,-0.07241884488686084,0.060865869664276574,0.032357028914941736,0.07731253053524947,0.09244207596460068,0.17661937884552015,4238568188.308907,56104042.596196435
2607,93037,Midland,0.046152612641480205,0.13664545237681616,0.07232765781896122,-0.00753993750613807,0.009709199055477428,0.033979395961996575,0.3211113600266367,3825713043.9504395,50659646.475891165
2625,92002,Baytown,0.07725644439899228,0.1339336896818389,0.07025261827600943,0.1004693629449638,0.1097279447205635,0.15369886885524123,0.7939247694811197,833836070.3638847,11097459.502643922
2660,92836,Amarillo,0.06280209545824708,0.017709971816962624,0.09834130124106757,0.12571477362490313,0.1459568349246534,0.20759752049377564,0.8916070407571257,261634056.46605605,3509831.0048485487
2662,91653,Houston,0.015040884624339262,0.039373667554592456,0.022071397622362,0.05107731690927839,0.10133764133024452,0.06457370323954158,0.3323178191658493,3308107025.841848,43818312.97921238
2669,91741,Houston,0.02792131332257438,0.0504106503476943,0.03081244178856363,0.05950868556138947,0.10482538833661133,0.13320649820955893,0.4677280225341122,1977055258.8112588,26229077.594652787
2671,92306,San Antonio,0.10849248554089082,0.19111181259135174,0.0770504556279233,0.12295590535822724,0.1265902564389491,0.08292558810722028,1.0002164390861823,1051931396.3828385,13973065.48731137
2672,90674,Prosper,0.014316369787161732,0.009449423784312263,0.0025473602221246696,0.07807016371166041,0.27560893169839734,0.12535481820761032,0.5592946784371517,22825794769.46689,300884417.7358379
2688,91195,Bedford,0.03181273478375212,0.0408826894690093,0.031129958362085975,0.07191054262104002,0.07761560420575851,0.08998302331845437,0.37843157838951574,4258254405.885912,56344775.68927932
2710,91840,Huntsville,0.042123265421042944,0.048655298721728975,0.07282800941556718,0.07884081301827074,0.16726361015795946,0.09489330927828526,0.6160458432939402,1507433020.5541337,20007062.555590108
2720,91684,Houston,0.0038950866612361473,-0.0030572215643307004,0.020965485833280607,0.06853516877867596,0.06954930643676091,0.10608887694553895,0.2673393677241728,1628657536.0848465,21644318.28300855
2723,91687,Houston,0.060312169971205656,0.08391659469302526,0.059104303929506885,0.08696543628113608,0.132389043695303,0.14122951093919864,0.6987741077469002,1349119377.8065286,17913506.30191605
2743,92356,San Antonio,0.016198663927074666,0.02664849530020955,0.030066555218873293,0.06828781981205337,0.15848097920873877,0.09726679592730372,0.45594989593901447,7946675581.714641,104948991.01406097
2751,92658,Austin,0.0051892739174990805,0.025219121249289853,0.04184595945239256,0.09813861530228193,0.1302873167297594,0.04451646716322963,0.36352545223184657,12729102630.997955,167975202.83630282
2755,91831,Conroe,0.029603845958674983,0.051832305784373436,0.05802423427362934,0.06833952183094376,0.17160296515066586,0.11856558334552736,0.61036321208764,1546370138.1601198,20522343.953684647
2761,91666,Houston,0.035528168354341486,0.12204545569846699,0.10155249419111011,0.08993332587877748,0.09217332633596326,0.14290270690238238,0.7286410116810256,991542973.6810608,13184987.860400474
2764,91187,Arlington,0.06514307207527027,0.07857924670694641,0.05412133882053858,0.08560946383318288,0.10777316486611123,0.11136417856214285,0.5963702799742002,3045306904.6373763,40314316.15893389
2768,91694,Houston,0.057258829558591816,0.10594788344579054,0.07773288050716079,0.09624385327074719,0.08748136372123161,0.1815178389191473,0.7432392061830598,1136988022.5517392,15107628.946129138
2771,91044,Tyler,0.050939300983183465,0.04126583514454446,0.03284342023852393,0.09361617425490383,0.15003707083607948,0.10598584723250301,0.6310904184930838,1142809473.6814048,15196385.608421596
2802,91127,Lufkin,0.01564921018636258,0.019093324364580104,0.13189596368215625,0.07369644334005232,0.16959230704033618,0.031768294046951744,0.5539575032441569,780560562.2035102,10402435.543234745
2803,90640,Irving,0.03628487982131377,0.06083892247408527,0.03080576692887549,0.06726265048207408,0.1661473273652134,0.10122787387521709,0.5354215450904332,6052847597.656371,79973349.69584803
2841,92325,San Antonio,0.04317029030670807,0.05823388471460998,0.033229663193811036,0.07979175344064474,0.16021544296452334,0.10158817213632222,0.5846331630851597,1205424835.7526133,16023684.01182223
2847,91854,Huntsville,0.030565652430197997,0.047490186031894956,0.061127815796188145,0.08054158697891382,0.18771978414083448,0.08455741332788913,0.5898232929836884,2130897777.5593114,28239081.05954703
2853,92107,Bryan,0.03679534051878135,0.06356095670767624,0.040472864198979074,0.09453203881214452,0.06053185670988686,0.13972925528401964,0.5782150174756507,637524371.3157793,8522063.129336929
2862,92479,Alamo,0.0322153378456344,0.09320978473942944,0.032671981060668494,0.18730488209624638,0.13103175794220134,0.17095294509683012,0.8198310648718069,626654545.1207863,8348022.010302874
2882,92514,Mercedes,-0.003454244871421576,0.08924335131366702,0.09683098175851164,0.20734531979749385,0.07211926512299069,0.2399119286416933,0.8765500627701861,409847678.56898373,5470441.291971447
2883,92541,Bastrop,0.034470548418209984,0.06386314181014943,0.03513919842046623,0.10012214476943081,0.2911337626869567,0.12419256422661079,0.7885521246938514,5444221016.79931,71894714.46057633
2891,91176,Arlington,0.04454075856909721,0.05984878557743619,0.038008723351713625,0.06624677221027646,0.12237704369936116,0.09159044867494173,0.4767382934904329,3573737415.165231,47299529.578449465
2897,90636,Rockwall,0.03405005116997654,0.042934964506235636,0.03327590128693285,0.07336173443481052,0.22223775631804185,0.1144371550724812,0.6058446600282429,8892692572.362919,117376843.60506989
2922,90781,Dallas,-0.001959920087516837,0.04911762249911872,0.02887219790013301,0.09035617880621229,0.10498856501456923,0.13934844944401084,0.4915403791563499,12289329292.797426,162170231.08026335
2930,90784,Dallas,0.09802988148486072,0.12263999907617988,0.0726134030616568,0.09922157251477998,0.11919555750304561,0.1723155374287228,0.875473819200907,2028733012.424565,26871818.269339927
2947,93046,Big Spring,0.0004937926139613623,0.1678827985848496,0.030727146708947852,0.08100992641857316,-0.03548623835602098,-0.05448197855712316,0.23532368589633768,229654970.30390954,3123708.3533286387
2960,91696,Houston,0.03235680295453361,0.06120942582651507,0.04285123329010543,0.052642145427494,0.13333366383056577,0.14714102445034977,0.5355750999499448,1601729686.8797407,21262598.30464246
2974,91966,Stafford,0.026445815387767257,0.05886788286381684,0.05485955933760726,0.050155447352494,0.14104159088645907,0.10647624610546234,0.5064687658144293,2156809711.0486403,28594884.68601063
2981,92540,Weslaco,0.01153759387501769,0.061981821763141584,0.05980256084885249,0.14441870589781605,0.1383412408322243,0.17777861390498226,0.7568243270186248,713770155.3172448,9504163.357243368
3017,91238,Southlake,0.02458001197983644,0.021631078862998646,0.042234061346288106,0.08314329011713213,0.20436341254575432,0.11597703419974989,0.5643793435415686,51623712981.37923,680112114.8952255
3024,91262,Haltom City,0.08365401187905362,0.1259885202436761,0.08358816375207474,0.11057012531757109,0.08809605579834044,0.15224860589337066,0.8153960345053127,1719345343.4097297,22796151.14470948
3029,90991,Longview,-0.00016001144321008823,0.10858590891977403,0.054213142832452314,0.009057440039184456,0.10637375695713455,0.10079117368524818,0.46645364096744835,1673581249.0081177,22226386.71639374
3039,91725,Houston,0.019050694855391976,0.13371482580664296,0.10884445589428123,0.07637970595885114,0.08242745058424314,0.18451093772969515,0.7783535690954099,1014640488.7981522,13489025.20472369
3064,91716,Houston,0.032755189420250595,0.07414436780358134,0.05866635598254889,0.06943094130822712,0.09239238120789647,0.12519974276168966,0.5159275593011338,1246942101.3938935,16578916.691369766
3068,92959,Lubbock,0.06705291727402575,0.03171377960057722,-0.005743210661605249,0.07995713408979283,0.13379667152794752,0.10812585404252704,0.49605914574198956,937499535.9078366,12493183.768173233
3069,90766,Dallas,0.007773590574202694,0.04620867493668562,0.018822201235857563,0.08224898979073857,0.12782727373210365,0.13105072420501698,0.5044193850247037,16905230646.750927,222983167.17047843
3082,92011,Deer Park,0.03523945774553383,0.06280669085410202,0.041941645734218776,0.054357409919827994,0.08188834586425586,0.09114746475900937,0.42131978709711043,1782215632.353134,23665819.146152467
3092,92211,Helotes,0.018242674364874235,0.019849666922924378,0.03380974089608441,0.07764367491219452,0.13695444210696073,0.09083407780525962,0.42785802676468127,6049674878.996452,79949593.2378738
3111,90617,Carrollton,0.035277952415007294,0.024896755183524112,0.009652369809967122,0.060954182201438785,0.12743690589838544,0.10043294187346,0.40110977741117915,7546721696.190109,99694959.69416678
3114,91728,Houston,-0.004065063454299016,-0.06277540961879641,0.06004969791287727,0.05831394056570355,0.10315433380464219,0.1099279340895206,0.2902937901117891,10624915747.802776,140276072.16444683
3126,92338,San Antonio,0.07301026175210447,0.11724426780437262,0.06185895278555274,0.11623544014786492,0.08386544900548014,0.1416742325598396,0.7647696085082819,760065150.8508459,10124971.441819234
3160,92313,San Antonio,0.04414636390892976,0.06265836443331764,0.044451780904468184,0.08595852431188239,0.10615090640688338,0.12642120720129843,0.5702384353847992,1559901471.3337998,20710619.134005908
3168,92070,Orange,0.07148115385529023,0.10825431049797496,0.1047317879493556,0.057997575877534416,0.05168024118031262,-0.04101923449387151,0.4687584348333393,310397838.9550667,4189262.421391401
3178,91205,Euless,0.05497407406565813,0.06096926756376215,0.04224516514775128,0.07470963682618877,0.10023777330926566,0.10611770719394917,0.5104986881882436,3492351032.6820025,46224732.05664599
3184,91194,Azle,0.07049422847610028,0.06750064805456811,0.0805892566748874,0.08983895008256178,0.2020310087651061,0.11290456548013143,0.7759968635024427,3584143061.2550144,47389479.89743326
3195,91203,Crowley,0.05987249502475333,0.08139011791699874,0.042555680676070115,0.07666044760409023,0.19819155757586526,0.10459587246778349,0.6701091877076897,3423919461.2502007,45290626.19633582
3199,91255,Fort Worth,0.09604569253737635,0.14072543026330603,0.09333161884064786,0.09015222736934118,0.07209465214476939,0.18956901501116738,0.8771873970495222,1537672835.370159,20396849.936487544
3201,90643,Garland,0.052609080361857845,0.06144296901344052,0.045862783062205405,0.07706322468817922,0.12473480709940847,0.14750328927790862,0.6161022703837487,1808636691.8284802,23989145.717427153
3209,91702,Houston,0.05231004236186228,0.10664126486341145,0.08114597064375656,0.09246349085786085,0.09166488713303919,0.16664129974162753,0.7280041873361947,1137513498.5142753,15115718.134517565
3220,93070,Odessa,0.04041827841483879,0.13713552587154193,0.2055680601306662,0.04558157430611845,-0.023089596509377603,-0.03260084533460727,0.44709847058787516,624428325.5802476,8348159.539062743
3237,91281,Everman,0.08155767220535966,0.1037043482751837,0.07387251943587347,0.08487585433262108,0.13916448433169512,0.1372582390081377,0.7654945584146564,2005616891.8772378,26576000.234089304
3238,91556,Lacy-Lakeview,0.08428536789659308,0.06854921901841265,0.07671029914686846,0.15418815231151703,0.1544624360976278,0.15506622909643863,0.914083962325001,1247963751.9779027,16556967.445455799
3253,91214,Hurst,0.060087528955157295,0.06913160581300455,0.05969770041675629,0.08560228914969098,0.08492079216839896,0.1131417116161346,0.5569419024609078,2561149466.0047703,33931610.69847884
3261,91469,Harker Heights,0.029664819741764062,0.03922493059819247,0.04470846373040865,0.08754061113230681,0.20567300334334238,0.09915460894875162,0.6038175784136989,2826923292.1995406,37418338.45034154
3263,92005,Channelview,0.06131970173081648,0.08481733965505679,0.06394498665260424,0.06705537849060358,0.12060391265517709,0.14205347840214694,0.6573789701044804,1174266990.2268414,15609059.508048864
3267,92335,San Antonio,0.047885404420230274,0.06374138963315083,0.05223229796062947,0.09034759159055757,0.14025222709343058,0.1110905511613628,0.6143855711485927,1609929954.44801,21362609.672229134
3283,91236,Weatherford,0.05774171632512583,0.05035722344784264,0.0617318402060022,0.04988857702139432,0.21132881426484504,0.09243406989823569,0.6483086138033791,5929128048.717191,78327269.77151267
3303,91868,Magnolia,0.02313527416140342,0.030375874990486038,0.05878852770218065,0.08575070836415687,0.1785199339483408,0.08429324008881771,0.5511708598297529,4515005739.60645,59690431.57325238
3304,93116,El Paso,0.009723678205540078,0.013507727221980525,0.03535811976397858,0.12900416034432183,0.13862579248137125,0.13258394460360068,0.5863776193200106,575370010.3100144,7685459.702269755
3312,90761,Dallas,0.07498758861870507,0.1127309121516931,0.03956797168859419,0.09058333878158777,0.11359881590447217,0.13339910259696627,0.7296773151067618,5311995106.659123,70196701.10764602
3316,92032,Lake Jackson,0.03366624271546947,0.029386881272081354,0.04234098506614663,0.05095497404661079,0.09075133978732552,0.06072607629870328,0.3612345685201858,1481697623.4173505,19703353.754657857
3321,90790,Dallas,0.0019757767101104555,0.03324728009780316,0.0013478724122896794,0.0890970817146968,0.10156501136448062,0.11307673489149793,0.3960852985909911,9221481672.23896,121770122.84061176
3325,91294,North Richland Hills,0.05766253601589647,0.031532900493725105,0.04596916858341541,0.07631865844752826,0.11159755210496228,0.10465291541733251,0.49500185315116013,4928759047.2010565,65168858.84506478
3330,91690,Houston,0.023976044726065925,0.0491360914033223,0.057831841668965,0.06512580934001105,0.13110688178321456,0.1380420670204192,0.5456429317722709,2318880645.976236,30728282.736798443
3345,91252,Fort Worth,0.048254025467229886,0.03267113481903813,0.039003911211765184,0.0599413445381548,0.1254156816893825,0.10679148934829769,0.46881480294912753,3908992364.335055,51722326.28811288
3346,90786,Farmers Branch,0.05158067875200938,0.0915430738263121,0.021441479691218394,0.09295406771228619,0.10256173640827254,0.11109921719419158,0.5534431885142902,3775935303.826017,49956287.426293634
3363,91870,New Caney,0.026883666197297724,0.044467719822169176,0.0412191374482924,0.08056515845098672,0.1808180325821985,0.08000565192388047,0.5563778511331909,2510336665.200497,33250643.258689083
3370,90990,Longview,0.006392274428816165,0.12766194418288096,0.06119653546751444,-0.0004964957617214884,0.10295724534023762,0.10190217296483103,0.5044212868266554,894475783.4005451,11927683.224056663
3392,91740,Houston,0.03788586721133604,0.1390675324543674,0.114913588834044,0.10524219666670498,0.10516838174208497,0.18627157143840833,0.8867940868962404,1725002752.098535,22859517.612773053
3397,90757,Dallas,0.03324101531542511,0.04652170785460232,-0.002136334837488184,0.04362508467447339,0.17878657891178834,0.022216995632463495,0.35949163416982616,6822656298.571518,90162634.149744
3415,91665,Houston,0.06724284482256074,0.1803901436368312,0.144249666445888,0.13214903252573867,0.085159641170895,0.2302098069726543,1.1348083557242754,987066211.3004936,13101428.364124274
3426,90683,Rowlett,0.04137116617043618,0.024627644001500127,0.010936253587252007,0.051436112847645384,0.13395172172703637,0.09983812551647822,0.3997890425120231,4375840797.165762,57888647.81406946
3450,91188,Arlington,0.07818930532448788,0.09818912755007303,0.08385871152357076,0.08343690483132106,0.07741987861833893,0.14794506416641934,0.6875374542825597,2072411669.3620796,27468478.6061283
3459,92307,San Antonio,0.09413549300507189,0.14702710450809123,0.09542219132732045,0.14927522331856594,0.08228241598043054,0.09332109208291883,0.9975793683407518,482286024.53512245,6440931.861572465
3467,91625,San Angelo,0.09058641322332069,0.1279907140923666,0.2245639922828128,0.09681105542131564,0.1830560429719596,-0.03681957174515083,0.9994033566813032,472714157.37115365,6310152.640442905
3480,91735,Houston,0.04016598266661659,0.0793971686012488,0.059911227641002526,0.06529345451248085,0.0958096611530015,0.14722973014512555,0.5738346583481228,1295907904.3793817,17222161.432207353
3493,90705,Ennis,0.05542577832124787,0.10315006540359448,0.06936488816546704,0.0992360823779743,0.20460865810015771,0.05049447119879223,0.7791571027986234,1885567054.67099,24986676.36408846
3495,91186,Arlington,0.0575526985021329,0.061079972081281166,0.04218686829673666,0.07282756578830142,0.12144042084756324,0.11329229525936022,0.548302719881833,3408862368.3221045,45115790.93679565
3519,91843,Cleveland,0.09591997734302364,0.02703259584538198,0.13909567187379435,0.09964453134384628,0.14096643037891882,0.04728069898408962,0.7496497786927028,1073018349.2377571,14263446.747602645
3524,92050,Texas City,0.06729182490756686,0.06651595597095838,0.06059192290145544,0.11061564216801863,0.13992774997485175,0.08982803677494072,0.6496381722637903,832929560.5733618,11093098.256188132
3529,91669,Houston,0.05650017944243479,0.19481681156087532,0.1525654695152663,0.15049342694164092,0.05328364107353745,0.2552621753530708,1.1977353229180274,1104278219.9224708,14647834.323424825
3560,90749,Mesquite,0.045210312500472104,0.04694874758214078,0.03713057436156335,0.04790695640089026,0.12173501832297853,0.10157612510928356,0.45371446841457186,2989801521.4710965,39599459.17648201
3563,91277,Fort Worth,0.09152903420561534,0.09618413363783178,0.07938631672918488,0.08592087747487714,0.11805068187208502,0.12116722013556307,0.7256914673437985,2069112610.2751477,27420027.52389626
3590,91192,Arlington,0.05542110170234229,0.07694784639167608,0.06091815594465054,0.06345130577957932,0.09175547657742052,0.09706291710276072,0.5131719508492485,2472096107.373612,32762800.806055076
3597,92640,Austin,0.01591362870911437,0.03054722493165127,0.05594918878265506,0.13576207052802242,0.1826033118079994,0.04373144823699876,0.5224242319958736,9284147410.430786,122532882.9092851
3607,91562,Woodway,0.05798108394036304,0.053119743086742895,0.05269502576332861,0.09589343829176887,0.13431831461109356,0.10476048571686668,0.6041076950294966,3717064949.041168,49170785.3502487
3669,90793,Dallas,0.13026136394102472,0.1920874373619213,0.0754814287391118,0.09867080816069063,0.11920784795603785,0.2065910754495417,1.135670124439544,1570196807.5345051,20809714.69504216
3672,93031,Midland,0.05231677735584781,0.1390982398049126,0.1692645118781347,-0.009353339271754038,-0.01826411020543312,0.0015843571958589976,0.3573160084246301,825965434.7876651,11027149.472173875
3684,93036,Midland,0.049979002497498,0.13770642959400364,0.11041296966565543,0.007330348965318349,-0.018544772028660783,0.00933672506342905,0.3253618090334936,3216271348.6805344,42610562.669865325
3689,787971,Frisco,0.015982428859400953,0.005102070467546048,0.0005046505186073345,0.06580444030153235,0.1739307076691706,0.1047568269912445,0.38357967119015474,10410750686.017286,137437383.0169449
3693,91890,Spring,0.008345128168610817,0.045979333778538814,0.010849846431265313,0.07489390719315998,0.1773713331450082,0.10841733643555025,0.5043083680771651,3980275504.8986464,52645069.44023407
3694,92659,Austin,0.01244989086912829,0.03155727251820012,0.05961738135832312,0.1346188631841705,0.13071831695820998,0.06763712486492603,0.49010044716084494,16835355134.972181,222028928.8049783
3710,92156,Victoria,-0.013212484121768791,0.030000842483750966,0.04973871495484765,0.05372281858426772,0.10738641734068015,0.09160691127948704,0.36780664830917653,1624693585.8836956,21583729.23802782
3721,91190,Arlington,0.04214128259558784,0.05437448087929583,0.051267515151433046,0.08119339201825881,0.1088348832301672,0.0842315785249337,0.4825584248804749,3552398420.047152,47015681.43892761
3724,92054,Houston,0.038225164133091766,0.07565151742494639,0.04811848893833059,0.08048852790530509,0.11048869365079328,0.10585666897955605,0.536668293608199,1720265942.3428369,22830029.21376929
3749,91383,Stephenville,0.009267060203290468,0.08771961046751023,0.0592393915030828,0.09588922409926662,0.21492365506566646,0.13401965072669306,0.7896925451073371,2139460634.557806,28332362.62711657
3763,91312,Denton,0.05764099278794482,0.07158527045409552,0.01925282836106756,0.0833200791299478,0.13275554564195252,0.12253659745509347,0.5695893515557282,2601558398.2431836,34459446.882365204
3792,91124,Lufkin,0.013834093058028274,0.05120544828556616,0.12289378692011664,0.0811653237344545,0.11000830431108927,0.051975913219183933,0.5428777535149741,672105630.6699156,8971826.601663003
3801,92096,Beaumont,0.021690449789135285,0.05459651054233518,0.023486805329240055,0.056028536660004555,0.09131523344847176,0.017687863260075983,0.315350014903099,1008153392.0676047,13446920.687407471
3809,92007,Crosby,0.03549423202321741,0.0584982155456417,0.054023505100678125,0.06307721325398043,0.15077908995810765,0.10969914815536942,0.5442734083275638,2049749872.1456292,27176403.526119392
3820,92663,Austin,0.021852708884866495,0.035584805402741414,0.030259306240984957,0.1250042822109965,0.22737246439688538,0.03568265319627254,0.5182088841614705,6533239787.446762,86279031.49680397
3832,93141,El Paso,0.0031761261474490014,0.02978895025405831,0.023954613071663508,0.08454084272169819,0.16795189285519938,0.12946965847721584,0.5321139937738798,2085376004.7390895,27645322.7760048
3848,91682,Houston,0.034102516216681526,0.16658921655480802,0.12806644636507286,0.15002755339867296,0.05139780657361146,0.2798576942236781,1.0779639686872993,750303980.4487429,9974479.830784388
3850,91200,Cleburne,0.06232440857240292,0.07439289856809403,0.0641484751242115,0.10057919907323734,0.1694985505534196,0.14362210237437428,0.7719369482248516,2132185924.86808,28240739.130545523
3854,93024,Abilene,0.03931226770414796,0.059352526515701914,0.005072049445903531,0.10787967108242687,0.12720766480950568,0.0908374764922238,0.5250074344517409,489523502.8824632,6558692.611351815
3859,92411,Kingsville,0.0232483377308753,0.016255914565172693,0.11401513852250451,0.006691108193055291,0.0777855568702579,0.00015448531313342028,0.26519944663070916,239130764.46963742,3250450.3483859855
3887,92638,Austin,0.0272409324306618,0.05230688726857844,0.06045336117758245,0.12515623602852444,0.12657764745609582,0.0459745135537303,0.4905242054692432,9530576387.739063,125802901.52209651
3910,92114,Brenham,0.03126373525610356,0.04190681624594076,0.06618712366202763,0.0715996765887609,0.16926517600989138,0.09834263187689674,0.5757105732711247,2822821823.8637958,37372448.05140487
3913,91323,Gainesville,0.09431532922161266,0.08098764304999316,0.0826980018732327,0.11577747671536638,0.171524317239111,0.10841665625555555,0.8848847473982702,2061444032.6389742,27303756.650958687
3931,91688,Houston,0.07960703392376095,0.09553483357197569,0.08927746492685008,0.09132478851307543,0.08293713651525607,0.21452068716097517,0.8260024622986815,1075409950.986364,14289922.302436916
3997,92308,San Antonio,0.05579182966896152,0.07460207339368737,0.0200576735223338,0.09153070080747654,0.14663497186414928,0.03873500260938753,0.5131763621268997,2376598183.99973,31500208.82520951
3999,90699,Corsicana,0.07941803625346928,0.07814530886612081,0.07285964202181866,0.08422098416651522,0.17974861694824598,0.13453470387112026,0.8727577233235527,658353533.9758836,8774520.452334322
4013,91838,Montgomery,0.018632773247029256,0.03329846125059344,0.038994354799859604,0.07347212930194207,0.21438607349287933,0.11742939590774462,0.5996785950128171,6803681899.1134615,89851528.69804795
4054,91869,Montgomery,0.0065670385751150084,0.0300959152361447,0.03015684840704992,0.07014885317299864,0.21128369688098264,0.11301911594866942,0.5427492381771266,4284688501.0705276,56650184.6150728
4080,92835,Amarillo,0.023025431762144635,0.025928416626166722,0.03688338309217352,0.07799358589264808,0.09779745062201829,0.1277795858417999,0.4604395709622259,487084169.3918984,6531274.982102436
4149,92252,Beeville,0.05240158537275759,0.04518780555088511,0.10383859785658052,0.030657814883794696,0.09584362991036408,-0.02187029849283215,0.41012204790044116,304504731.0061108,4116115.412722676
4150,92655,West Lake Hills,0.026755671271737096,0.07006542107489616,0.04340820473723787,0.14732659184875904,0.3225176842842662,0.12656031295729234,0.9573561821239293,174012427265.54257,2290856767.627878
4151,91720,Houston,0.04569515533358056,0.06564581319623423,0.06177425390059454,0.07562242434142108,0.13611203463200003,0.1143804025583755,0.5938583856919827,1610734243.4467673,21376068.76232881
4152,90960,Texarkana,0.032137565345818395,0.03492246065167807,0.06031160527082622,0.07222259166802034,0.1529253324251445,0.07967934089745539,0.5166807390683509,1436838748.9194732,19085447.006875075
4173,91259,River Oaks,0.11981953124603531,0.13841291329448271,0.11359801675517064,0.1125111323902652,0.11464870445312807,0.1632576100057115,1.0313983614219437,1818835144.201223,24095027.57647451
4182,91671,Houston,0.06180876401088227,0.12636064952671502,0.11930701680507609,0.09022380856621184,0.10757014314250934,0.12462737956912712,0.79563149451707,1320505980.1036718,17528005.52464628
4214,93020,Abilene,0.031297608759710736,0.06736775892287267,0.01756227730633475,0.100392573075345,0.14953399813890828,0.06438530337269835,0.5452098447670694,678914970.3452365,9065612.606401647
4217,92387,Alice,-0.051306016159853675,0.06856077385744601,0.03470449740198087,0.05970252433402788,-0.09156616037939554,-0.033648091446998485,0.033231498820046015,114598688.13205054,1595406.7623346609
4230,90686,Sherman,0.06059676432315029,0.063663870981167,0.03662027912220979,0.0833358166327847,0.18256935334404029,0.12685440487352978,0.7165517428949861,2370620918.383055,31396382.197508793
4231,91674,Houston,-0.0006471155784382636,-0.03042118021500113,0.010231486497827074,0.03317847449669152,0.04792762801672593,0.06904156809136287,0.13539171777517317,5352087005.347022,70810574.3243319
4246,93025,Abilene,0.02624402523485478,0.03485588234501758,0.014725371432164475,0.05381090470793567,0.13058134746684763,0.09485894507877222,0.4078656140510545,1646729816.1441593,21875080.11237171
4247,91275,Fort Worth,0.041650425963868275,0.03709771069935507,0.026109504432341623,0.05807960253476187,0.1183047956403578,0.0888337851352691,0.4083608139575892,5618834132.525529,74281000.20724061
4252,92618,Austin,0.030846750511619832,0.03505534626073918,0.03249569945245843,0.06214181103627294,0.1344099388012175,-0.007825380558912378,0.27032315472320384,6772893386.421718,89508268.28281048
4269,91667,Houston,0.008858127457859966,0.05196407499692912,0.04471289252164413,0.0650535895263753,0.08571411677111603,0.07134655739684632,0.38211433126380284,7231922723.193043,95554949.63239603
4271,92444,Corpus Christi,0.0021442020953775145,0.027475193250453202,0.053339954954113054,0.05191499402229468,0.08693017947236283,0.06865683111715909,0.3112146159625546,1201064503.466294,15992559.900515005
4273,91672,Houston,0.06309892421829617,0.10187727167213775,0.06956766521131283,0.07438881174363748,0.06724871191672836,0.07983244148518961,0.5370619762307237,1818458812.1585982,24133037.524373576
4287,90765,Dallas,0.12119191721881023,0.28939470867736383,0.12642217074449036,0.11582224334675953,0.09516067846786107,0.25258842716929686,1.5274615209702027,2073538746.013456,27434928.676318645
4310,90922,Mount Pleasant,0.0627706191781744,0.039512475727394906,0.0740201146855431,0.09550809236332264,0.20967475631009402,0.053419998652978966,0.7480650040727138,1114945158.0067573,14814940.414300358
4328,90804,Dallas,0.012239546432603651,0.012411789661523173,-0.009002453141071051,0.07296389861773614,0.1547568987904501,0.1046482994788744,0.39434628947618566,10099864627.958984,133333698.75608136
4365,91210,Granbury,0.05947761992827,0.08537566559742152,0.05215688501086444,0.09163041525113962,0.2028947299227281,0.09548730902785715,0.7345607690814158,5620495138.973262,74244422.71168582
4369,93073,Odessa,0.028695980863084683,0.10577752225510827,0.16367636272914435,0.05349522867893866,-0.03023353897153581,-0.02984749737388462,0.35591756811287834,756181360.2143916,10102327.428727692
4371,90748,Balch Springs,0.12354606276291238,0.12443805499559993,0.0584966863831739,0.07579613558047289,0.1355263649967849,0.1520637290396637,0.8691106749286924,1624260378.03198,21539766.455550622
